2, -0.0000
3, 0.0003
12, 0.0005
7, 0.0008
11, 0.0010
5, 0.0012
10, 0.0013
6, 0.0014
4, 0.0014
13, 0.0017
1, 0.0020
9, 0.0051
8, 0.0052
