framenumber, query_x, query_y, objx, objy, distance, 
21, 36.350001, 88.787434, 49.964283, 20.894011, 0.195209, 
21, 51.453191, 75.900165, 48.320849, 79.050601, 0.198994, 
21, 28.702616, 56.774049, 39.553456, 58.965083, 0.051455, 
21, 28.702616, 56.774049, 39.553456, 58.965083, 0.035364, 
21, 38.193743, 76.712504, 48.320849, 79.050601, 0.027129, 
21, 121.363291, 37.026000, 86.050424, 55.142652, 0.421693, 
22, 108.234891, 113.217518, 70.888396, 37.761584, 0.420015, 
22, 108.234891, 113.217518, 88.296535, 24.346162, 0.355752, 
22, 132.342887, 56.954237, 143.137144, 56.980427, 0.179226, 
22, 59.276010, 93.147809, 70.232886, 95.120644, 0.055149, 
22, 84.283684, 28.528572, 107.936131, 52.042402, 0.083130, 
22, 102.166488, 90.876633, 116.333919, 87.789283, 0.114534, 
22, 25.579976, 80.927278, 35.830603, 83.381682, 0.172127, 
22, 80.349821, 67.792919, 89.018587, 70.418110, 0.115177, 
22, 11.902297, 82.386066, 19.645292, 85.062871, 0.199287, 
22, 20.025118, 72.333844, 30.402550, 74.735742, 0.051791, 
22, 28.531354, 72.737806, 38.134491, 75.121956, 0.048676, 
22, 38.011086, 45.719459, 46.256844, 47.301907, 0.244570, 
22, 81.057757, 75.185888, 116.333919, 87.789283, 0.065794, 
22, 16.277259, 67.846218, 25.399420, 70.341323, 0.072425, 
22, 18.724420, 40.947609, 27.312164, 42.360218, 0.288824, 
22, 24.477199, 68.380669, 34.174934, 70.858274, 0.033217, 
22, 42.515721, 95.971014, 54.307557, 98.771443, 0.247227, 
22, 28.257135, 73.973381, 38.134491, 75.121956, 0.205622, 
22, 35.581388, 56.830711, 38.652504, 59.012201, 0.130609, 
22, 51.131952, 75.858191, 62.122848, 78.190907, 0.064613, 
22, 38.072117, 76.682227, 48.414787, 79.004294, 0.018227, 
22, 137.600396, 61.501093, 61.330313, 59.709328, 0.233889, 
22, 46.044926, 90.661168, 35.802990, 92.435453, 0.176381, 
23, 83.081282, 31.593240, 101.687964, 47.791625, 0.113671, 
23, 108.245168, 113.220841, 12.665454, 111.429127, 0.282704, 
23, 12.647662, 68.831510, 21.905191, 71.046735, 0.134408, 
23, 133.652921, 91.052487, 129.612308, 88.575646, 0.354586, 
23, 40.445372, 69.426113, 50.298399, 71.183625, 0.093706, 
23, 59.272295, 93.148288, 70.332451, 95.240372, 0.048926, 
23, 116.155195, 108.334384, 138.222006, 111.094139, 0.195001, 
23, 121.630576, 108.498116, 138.222006, 111.094139, 0.191805, 
23, 81.413369, 76.225522, 108.585536, 88.434370, 0.054958, 
23, 110.630439, 99.168930, 16.220252, 100.753074, 0.358089, 
23, 25.992009, 24.210179, 32.863959, 22.173011, 0.253459, 
23, 36.611985, 58.347006, 16.242326, 56.698432, 0.230092, 
23, 111.916339, 111.731375, 12.665454, 111.429127, 0.335413, 
23, 28.458404, 72.714302, 37.974712, 75.889339, 0.173656, 
23, 37.832755, 45.549250, 46.504996, 47.071691, 0.254087, 
23, 40.094264, 90.292815, 51.737066, 91.998185, 0.216223, 
23, 93.825431, 11.856436, 115.996359, 100.332770, 0.193533, 
23, 108.648648, 44.746884, 88.064740, 35.873671, 0.203804, 
23, 24.452259, 68.489931, 35.047549, 70.760308, 0.059826, 
23, 28.277775, 105.086533, 138.222006, 111.094139, 0.248359, 
23, 42.514103, 96.046330, 54.232602, 98.613644, 0.130744, 
23, 131.875468, 55.940495, 143.929323, 56.902687, 0.066347, 
23, 32.293878, 50.238582, 40.637853, 52.843483, 0.115583, 
23, 28.348420, 73.532918, 37.974712, 75.889339, 0.052703, 
23, 60.919810, 46.842939, 71.078737, 48.138594, 0.176785, 
23, 66.001691, 59.868180, 80.903811, 99.680869, 0.464638, 
23, 139.420416, 77.401469, 124.979163, 48.116011, 0.303191, 
23, 28.838823, 76.226620, 36.095189, 79.412527, 0.042510, 
24, 68.934901, 56.924371, 89.870211, 21.935052, 0.267765, 
24, 33.116800, 111.994955, 70.756526, 40.550641, 0.375669, 
24, 83.476535, 59.063024, 84.503936, 54.156550, 0.103596, 
24, 40.387552, 69.433331, 50.081803, 71.057454, 0.075627, 
24, 72.879419, 52.450293, 89.870211, 21.935052, 0.344937, 
24, 110.554614, 52.976072, 89.870211, 21.935052, 0.270603, 
24, 81.515494, 76.253969, 82.525574, 66.026891, 0.076658, 
24, 138.068102, 84.581149, 150.802880, 85.892744, 0.324021, 
24, 17.623753, 79.795551, 27.587222, 82.268831, 0.259432, 
24, 25.924600, 24.208266, 33.653414, 21.527211, 0.206702, 
24, 36.975466, 58.336536, 48.638701, 58.961023, 0.229515, 
24, 64.594015, 58.298718, 89.538530, 15.462928, 0.468933, 
24, 77.964600, 35.638441, 80.482523, 71.729612, 0.170003, 
24, 28.297019, 72.743322, 37.628285, 76.099789, 0.231710, 
24, 34.805014, 31.318620, 43.455657, 32.094054, 0.194198, 
24, 38.652782, 45.813232, 46.761373, 47.016666, 0.146398, 
24, 108.123868, 42.852466, 84.155688, 35.440345, 0.164623, 
24, 18.758631, 40.974810, 27.513550, 42.470552, 0.194409, 
24, 40.193266, 69.366623, 50.081803, 71.057454, 0.079210, 
24, 42.563790, 95.965242, 54.323357, 98.144921, 0.135860, 
24, 76.878199, 35.907040, 80.482523, 71.729612, 0.234689, 
24, 50.794775, 75.993536, 48.188668, 78.554225, 0.139774, 
24, 38.571895, 76.732996, 48.188668, 78.554225, 0.016757, 
24, 120.935163, 36.771833, 70.756526, 40.550641, 0.363574, 
24, 90.730120, 64.288918, 90.133570, 50.498048, 0.312151, 
25, 83.487170, 59.072930, 91.542009, 42.953674, 0.134361, 
25, 151.978759, 96.099601, 150.823878, 99.201087, 0.138817, 
25, 40.387552, 69.433331, 50.081800, 71.057454, 0.074021, 
25, 138.068102, 84.581149, 150.802880, 85.892744, 0.324021, 
25, 17.623753, 79.795551, 27.587222, 82.268831, 0.259432, 
25, 41.571613, 38.820609, 25.104180, 48.149211, 0.356162, 
25, 26.017523, 24.342998, 33.429084, 21.479269, 0.181611, 
25, 28.297019, 72.743322, 37.628285, 76.099789, 0.231710, 
25, 34.758948, 31.290503, 43.455710, 32.094073, 0.235572, 
25, 38.654204, 45.813900, 46.761368, 47.016664, 0.146362, 
25, 18.861094, 40.992897, 27.855707, 42.178294, 0.202924, 
25, 40.193266, 69.366623, 50.081800, 71.057454, 0.077398, 
25, 42.563790, 95.965242, 54.323593, 98.145075, 0.133092, 
25, 60.295466, 69.572876, 36.096088, 70.225674, 0.322087, 
25, 34.684737, 31.229265, 43.455710, 32.094073, 0.241825, 
25, 50.794765, 75.993535, 48.189831, 78.555371, 0.157251, 
25, 38.571895, 76.732996, 48.189831, 78.555371, 0.039928, 
26, 83.553709, 51.620331, 75.569405, 46.010198, 0.164063, 
26, 69.242766, 49.916555, 81.618320, 46.249739, 0.187812, 
26, 99.662247, 53.646097, 75.569405, 46.010198, 0.175783, 
26, 152.016912, 96.098300, 151.193939, 98.894115, 0.152211, 
26, 19.280705, 87.895656, 29.073540, 90.134377, 0.130957, 
26, 40.398909, 69.536105, 50.781259, 70.723905, 0.073623, 
26, 75.059987, 88.049980, 92.405509, 72.997748, 0.194661, 
26, 114.643186, 50.142236, 81.618320, 46.249739, 0.146448, 
26, 114.643186, 50.142236, 81.618320, 46.249739, 0.207916, 
26, 116.225107, 108.364581, 130.714203, 110.150454, 0.268064, 
26, 132.343797, 56.005259, 143.414369, 56.066791, 0.107297, 
26, 43.054421, 81.696705, 52.647613, 83.644769, 0.220903, 
26, 92.747675, 93.233328, 21.557571, 100.921342, 0.282582, 
26, 100.112612, 76.957780, 90.115357, 79.455092, 0.061682, 
26, 17.694427, 79.855332, 27.753098, 82.206017, 0.184159, 
26, 25.659383, 24.412581, 34.107033, 21.462645, 0.225332, 
26, 40.158332, 90.127289, 51.951223, 92.143031, 0.077754, 
26, 102.261152, 86.923468, 92.267796, 64.069870, 0.094990, 
26, 114.355894, 66.386917, 125.351368, 67.202128, 0.103267, 
26, 60.202909, 69.578349, 35.230082, 69.361276, 0.286238, 
26, 30.858300, 50.322842, 41.781993, 51.687232, 0.031892, 
26, 42.355605, 95.999944, 53.995411, 98.063046, 0.158883, 
26, 135.648681, 100.526391, 135.470947, 97.736820, 0.182637, 
26, 29.232572, 57.413087, 38.602770, 59.111129, 0.055853, 
26, 90.764696, 63.930188, 79.764459, 71.010919, 0.224237, 
26, 90.764696, 63.930188, 79.764459, 71.010919, 0.241034, 
26, 29.326145, 57.705782, 38.602770, 59.111129, 0.026051, 
27, 83.575138, 51.704801, 71.029854, 44.250890, 0.226028, 
27, 86.031986, 104.756344, 87.310142, 102.329721, 0.300058, 
27, 152.014197, 96.069184, 151.193939, 98.894115, 0.151112, 
27, 40.524668, 69.650778, 50.774863, 70.721646, 0.200348, 
27, 68.233474, 48.441087, 77.431448, 44.072334, 0.245705, 
27, 68.233474, 48.441087, 77.431448, 44.072334, 0.243917, 
27, 115.980011, 48.990885, 77.431448, 44.072334, 0.193546, 
27, 115.980011, 48.990885, 77.431448, 44.072334, 0.320183, 
27, 91.329612, 74.420295, 138.710607, 106.937716, 0.234686, 
27, 92.785542, 93.287869, 21.557571, 100.921342, 0.286201, 
27, 17.655709, 79.893010, 27.753098, 82.206017, 0.220865, 
27, 40.056356, 90.089596, 51.951222, 92.143019, 0.082733, 
27, 80.098127, 67.529791, 65.632535, 66.659300, 0.067772, 
27, 91.809802, 82.733353, 77.750144, 83.915407, 0.236273, 
27, 100.637756, 76.039206, 89.108279, 77.412170, 0.041491, 
27, 114.495178, 66.414753, 125.351367, 67.202128, 0.091942, 
27, 69.488061, 66.618955, 92.093881, 72.662684, 0.287771, 
27, 75.768872, 88.095491, 92.093881, 72.662684, 0.316149, 
27, 31.225560, 50.039709, 41.738349, 51.764692, 0.033637, 
27, 60.160612, 69.424928, 35.230107, 69.361353, 0.314867, 
27, 135.853317, 100.299805, 135.476018, 97.739521, 0.183137, 
27, 16.825079, 56.380616, 26.663693, 59.125709, 0.144063, 
27, 90.771824, 63.781573, 76.447001, 66.525315, 0.237468, 
28, 80.658179, 94.248347, 87.991475, 53.518923, 0.159552, 
28, 40.662855, 52.145483, 50.567500, 52.776053, 0.232691, 
28, 67.279752, 47.597396, 72.977318, 42.003789, 0.210039, 
28, 116.544255, 48.002434, 72.977318, 42.003789, 0.172925, 
28, 116.544255, 48.002434, 72.977318, 42.003789, 0.199850, 
28, 100.984750, 81.610916, 60.398915, 84.460075, 0.087038, 
28, 101.891512, 91.142103, 60.398915, 84.460075, 0.117324, 
28, 16.725006, 46.451582, 28.068029, 46.910866, 0.179118, 
28, 19.467513, 72.624491, 30.843017, 74.041779, 0.111725, 
28, 60.798928, 74.299634, 27.431313, 57.743223, 0.190158, 
28, 16.202051, 67.918161, 25.142502, 69.674172, 0.185133, 
28, 31.742753, 50.152831, 42.771815, 51.129023, 0.119429, 
28, 24.303205, 82.642595, 35.383599, 83.021560, 0.241276, 
28, 24.411208, 21.241799, 34.017251, 21.013654, 0.127813, 
28, 29.154698, 57.436532, 27.431313, 57.743223, 0.109817, 
28, 90.787141, 63.723518, 72.211456, 65.319828, 0.279965, 
28, 108.346643, 61.132552, 59.254030, 95.098193, 0.185117, 
29, 16.612862, 50.206248, 27.752347, 51.146555, 0.211165, 
29, 66.701861, 47.259918, 68.366712, 41.004763, 0.209539, 
29, 76.194588, 88.708933, 86.622101, 53.814426, 0.234170, 
29, 117.231848, 47.792643, 68.366712, 41.004763, 0.172551, 
29, 117.231848, 47.792643, 68.366712, 41.004763, 0.213201, 
29, 65.834240, 110.666390, 73.919551, 111.076837, 0.272990, 
29, 91.359604, 74.670141, 73.919551, 111.076837, 0.224135, 
29, 97.995820, 109.510571, 56.075847, 105.767278, 0.210454, 
29, 38.321614, 24.453274, 48.291373, 24.145383, 0.174157, 
29, 100.665011, 42.884366, 68.878202, 76.228372, 0.399980, 
29, 100.665011, 42.884366, 68.878202, 76.228372, 0.339834, 
29, 16.719746, 46.677525, 28.068029, 46.910866, 0.188656, 
29, 19.853676, 72.670275, 30.843017, 74.041779, 0.114795, 
29, 101.549912, 58.633498, 76.023851, 48.451768, 0.099896, 
29, 112.177875, 66.399326, 151.874239, 60.457807, 0.330673, 
29, 16.263169, 67.917220, 25.142502, 69.674172, 0.177004, 
29, 132.396642, 55.726603, 143.064967, 55.834817, 0.239296, 
29, 146.389249, 56.431931, 50.490760, 52.820781, 0.213594, 
29, 31.907693, 50.235487, 42.749972, 51.139154, 0.150571, 
29, 60.551538, 74.632314, 27.431323, 57.743233, 0.194286, 
29, 102.265427, 46.641380, 68.878202, 76.228372, 0.465712, 
29, 102.265427, 46.641380, 68.878202, 76.228372, 0.406564, 
29, 24.394102, 21.232633, 34.016079, 20.996835, 0.104384, 
29, 29.526576, 57.728973, 27.431323, 57.743233, 0.126441, 
29, 97.358064, 23.040454, 56.075847, 105.767278, 0.281785, 
29, 90.785141, 63.778999, 68.050567, 64.791695, 0.301033, 
29, 108.325988, 61.131925, 52.569398, 92.469324, 0.173988, 
30, 121.590163, 92.875378, 135.058258, 93.808155, 0.324970, 
30, 97.682832, 60.572805, 68.414049, 59.164079, 0.189679, 
30, 116.489784, 108.617588, 137.408678, 109.867638, 0.220482, 
30, 121.426348, 109.258665, 137.408678, 109.867638, 0.096435, 
30, 79.490000, 31.196702, 54.375781, 44.954306, 0.193247, 
30, 100.948913, 81.796632, 69.852992, 80.347372, 0.053863, 
30, 115.032662, 43.397319, 84.700549, 83.856517, 0.135227, 
30, 55.284132, 94.959402, 66.106018, 96.734134, 0.397287, 
30, 100.768310, 43.060958, 64.120239, 76.502302, 0.461003, 
30, 100.768310, 43.060958, 64.120239, 76.502302, 0.392811, 
30, 16.372321, 46.694218, 24.962897, 47.946427, 0.229938, 
30, 16.173194, 67.919275, 25.197718, 69.492414, 0.099060, 
30, 132.131104, 55.894653, 143.337091, 55.867886, 0.277439, 
30, 146.182346, 56.502867, 43.146747, 51.178597, 0.144692, 
30, 24.754833, 21.473217, 33.745622, 21.031991, 0.116579, 
30, 50.994616, 76.277926, 99.549312, 76.668303, 0.254654, 
30, 97.451206, 23.208554, 51.774909, 105.360460, 0.224784, 
30, 90.802354, 63.821006, 63.697561, 64.319804, 0.309578, 
30, 108.324444, 61.030717, 46.975679, 91.527624, 0.183746, 
31, 83.624928, 52.937655, 63.346181, 76.399971, 0.207097, 
31, 86.430082, 105.314028, 43.008457, 100.393020, 0.225411, 
31, 116.427853, 108.699631, 137.425856, 109.869522, 0.252317, 
31, 122.028669, 92.977113, 135.058258, 93.808155, 0.304689, 
31, 15.727551, 67.995101, 25.197718, 69.492414, 0.067453, 
31, 69.100092, 45.800009, 58.911300, 42.502276, 0.403268, 
31, 91.991442, 16.350914, 43.008457, 100.393020, 0.287386, 
31, 121.449060, 109.298587, 137.425856, 109.869522, 0.087835, 
31, 79.558514, 31.127792, 49.899116, 45.970739, 0.220308, 
31, 101.999555, 91.510587, 48.964433, 66.049620, 0.056869, 
31, 92.460811, 88.615009, 98.450169, 97.453535, 0.272938, 
31, 150.987290, 62.248182, 77.161089, 64.181073, 0.250946, 
31, 16.640943, 46.494364, 24.962897, 47.946427, 0.272350, 
31, 126.865337, 105.607470, 138.468531, 106.178138, 0.219498, 
31, 132.103905, 55.943087, 143.337091, 55.867886, 0.143713, 
31, 147.082769, 32.048565, 28.240057, 57.716649, 0.348690, 
31, 97.656977, 23.464602, 51.291125, 105.218362, 0.185927, 
31, 90.826770, 63.870640, 58.584696, 65.432804, 0.296851, 
32, 136.625488, 87.945213, 150.079716, 88.263311, 0.187089, 
32, 75.711897, 69.329131, 69.322507, 51.535539, 0.135450, 
32, 150.028698, 103.365524, 149.599442, 105.284219, 0.387758, 
32, 108.128479, 70.488483, 40.427576, 71.120107, 0.214872, 
32, 116.175772, 108.717572, 137.278329, 109.797308, 0.245687, 
32, 121.481047, 109.376832, 137.278329, 109.797308, 0.123012, 
32, 76.727274, 111.130378, 98.717672, 97.461004, 0.345125, 
32, 79.824222, 30.937238, 45.060891, 47.394467, 0.166208, 
32, 112.690670, 59.140149, 123.912276, 58.706513, 0.167170, 
32, 60.835003, 109.501858, 105.898186, 64.122438, 0.245072, 
32, 100.466344, 77.287110, 65.718402, 74.657386, 0.116991, 
32, 100.769413, 103.956781, 78.032572, 98.112311, 0.252373, 
32, 117.328571, 104.568516, 132.218910, 105.278453, 0.272608, 
32, 127.150847, 105.728063, 138.522108, 105.974228, 0.238121, 
32, 16.301919, 67.610735, 24.882336, 69.228429, 0.173870, 
32, 131.804946, 56.080108, 143.819405, 56.018971, 0.190435, 
32, 60.414889, 69.417408, 99.767362, 101.704738, 0.217706, 
32, 25.302264, 21.528444, 35.480612, 24.074447, 0.210513, 
32, 97.742880, 23.551080, 50.480653, 105.126791, 0.290933, 
32, 90.834108, 63.944516, 53.039049, 67.120274, 0.269293, 
33, 30.534717, 112.786511, 21.926015, 113.069914, 0.303763, 
33, 81.684421, 93.899513, 58.459768, 42.914824, 0.168636, 
33, 117.586019, 85.059845, 129.534354, 85.731230, 0.240390, 
33, 136.709570, 88.015245, 150.155469, 88.262553, 0.216452, 
33, 136.709570, 88.015245, 150.155469, 88.262553, 0.172458, 
33, 83.374586, 58.756521, 56.153995, 43.185523, 0.149452, 
33, 58.859281, 92.991034, 20.943848, 95.666296, 0.395660, 
33, 109.095514, 96.520394, 33.361970, 70.082308, 0.192461, 
33, 115.372930, 79.356832, 127.788974, 79.863624, 0.191665, 
33, 121.207672, 109.543011, 137.420844, 109.722403, 0.164763, 
33, 11.164326, 111.567274, 21.926015, 113.069914, 0.314488, 
33, 46.518818, 76.245283, 61.528176, 110.810530, 0.273764, 
33, 76.350390, 39.777679, 57.186286, 68.502540, 0.132672, 
33, 100.975615, 81.953869, 37.925743, 72.636605, 0.070893, 
33, 131.908762, 84.519094, 144.599734, 84.450098, 0.184697, 
33, 60.855255, 109.507076, 105.752676, 64.078816, 0.252350, 
33, 111.809755, 112.210500, 21.926015, 113.069914, 0.341122, 
33, 117.776567, 104.792848, 132.525818, 105.161043, 0.249001, 
33, 120.697442, 89.528717, 132.825589, 90.012961, 0.301816, 
33, 39.617746, 51.487445, 87.525976, 53.353220, 0.159230, 
33, 109.183535, 40.989116, 42.702032, 104.661761, 0.271226, 
33, 117.874450, 104.744820, 132.525818, 105.161043, 0.193070, 
34, 43.413141, 104.046698, 135.592857, 103.149258, 0.331255, 
34, 117.617740, 85.036600, 129.583856, 85.522274, 0.201907, 
34, 75.671887, 55.758743, 32.838611, 69.850180, 0.283965, 
34, 109.213625, 96.459758, 32.838611, 69.850180, 0.317081, 
34, 115.429050, 79.420086, 127.930588, 79.752589, 0.119613, 
34, 131.791781, 56.443031, 143.673789, 55.743617, 0.067746, 
34, 80.841397, 69.324322, 35.778701, 66.895970, 0.053228, 
34, 151.024368, 62.683518, 58.349885, 25.625143, 0.320139, 
34, 120.560906, 89.567363, 133.003982, 89.904916, 0.317075, 
34, 127.038035, 105.762312, 138.468906, 105.724868, 0.197236, 
34, 60.457063, 69.509148, 99.906050, 101.489617, 0.213132, 
34, 91.878334, 29.682241, 51.288625, 100.864567, 0.354218, 
34, 91.878334, 29.682241, 51.288625, 100.864567, 0.382528, 
34, 24.546502, 83.474940, 111.304113, 58.178656, 0.211647, 
34, 117.934017, 104.879631, 132.279007, 105.015863, 0.228170, 
34, 38.693108, 77.333241, 70.362053, 47.454644, 0.171652, 
34, 59.150161, 37.499182, 32.838611, 69.850180, 0.409912, 
34, 106.420626, 61.143987, 58.319750, 59.181121, 0.172319, 
35, 130.281123, 75.138707, 142.618865, 74.609738, 0.263157, 
35, 149.460477, 58.094760, 151.320307, 57.135028, 0.142615, 
35, 59.144937, 93.281688, 70.867522, 94.778129, 0.247846, 
35, 109.459310, 96.422287, 24.985039, 68.580593, 0.139822, 
35, 132.281427, 56.397693, 143.780824, 55.832190, 0.120608, 
35, 133.170136, 103.550828, 144.182152, 103.671537, 0.157312, 
35, 80.356768, 31.123366, 44.345853, 14.894068, 0.138513, 
35, 78.646361, 35.088942, 44.345853, 14.894068, 0.079719, 
35, 100.588920, 76.951099, 32.665850, 58.923701, 0.148233, 
35, 59.676047, 74.995405, 70.176538, 75.326188, 0.145043, 
35, 126.969889, 105.758749, 138.786893, 105.577212, 0.077346, 
35, 60.549838, 52.927643, 73.607677, 52.980700, 0.203450, 
35, 60.581008, 69.418714, 71.175618, 69.407218, 0.065669, 
35, 126.471185, 55.882568, 137.840864, 56.252936, 0.153115, 
35, 91.875166, 29.653566, 55.552605, 91.727130, 0.424868, 
35, 98.511662, 97.725894, 55.552605, 91.727130, 0.292861, 
35, 83.920970, 35.849128, 55.552605, 91.727130, 0.184087, 
35, 118.932438, 82.946249, 151.320307, 57.135028, 0.285894, 
35, 28.516232, 74.013409, 63.211274, 74.265042, 0.211839, 
35, 106.088241, 61.614571, 54.324647, 58.225654, 0.103376, 
36, 83.392674, 53.086634, 40.026248, 74.725244, 0.251212, 
36, 149.195827, 58.186510, 151.341157, 57.077792, 0.157973, 
36, 107.292687, 69.805543, 48.702246, 49.176271, 0.294116, 
36, 131.811381, 56.492179, 143.724730, 55.764552, 0.083912, 
36, 78.808857, 36.286129, 31.062752, 81.166690, 0.179566, 
36, 90.432879, 13.045140, 40.019511, 13.944124, 0.338654, 
36, 55.313475, 95.482395, 66.339462, 96.013699, 0.127745, 
36, 59.997635, 47.537084, 71.178387, 47.675855, 0.197328, 
36, 100.591738, 76.851777, 45.087401, 64.980918, 0.137567, 
36, 127.039573, 105.784802, 138.874214, 105.580315, 0.070384, 
36, 128.172253, 45.491359, 139.157141, 44.962613, 0.301409, 
36, 126.564672, 55.735696, 138.134339, 55.486704, 0.102121, 
36, 60.599765, 69.672746, 70.926544, 69.450845, 0.022919, 
36, 71.846382, 53.078817, 48.702246, 49.176271, 0.293179, 
36, 91.740621, 42.043553, 122.003833, 38.048556, 0.369452, 
36, 119.308210, 83.250329, 151.341157, 57.077792, 0.274678, 
36, 60.632498, 85.720092, 71.765929, 85.371708, 0.170813, 
36, 50.941604, 76.627274, 71.178387, 47.675855, 0.163955, 
36, 38.100102, 77.471764, 71.178387, 47.675855, 0.157417, 
36, 104.387552, 62.115386, 45.087401, 64.980918, 0.085814, 
37, 123.049685, 102.800534, 135.460944, 103.102629, 0.205185, 
37, 80.786346, 31.237574, 44.116091, 39.826395, 0.105837, 
37, 80.877727, 69.509581, 24.513170, 78.809636, 0.057562, 
37, 90.346093, 13.145251, 37.491745, 14.604631, 0.244172, 
37, 151.807048, 22.495618, 61.006580, 58.770774, 0.204245, 
37, 55.345698, 95.492744, 66.345099, 95.982099, 0.123475, 
37, 87.321075, 108.896334, 119.101518, 26.539669, 0.298662, 
37, 93.942297, 44.111037, 66.345099, 95.982099, 0.377859, 
37, 59.512160, 47.481825, 71.259462, 47.758154, 0.200884, 
37, 102.087725, 66.162634, 24.513170, 78.809636, 0.100408, 
37, 127.106711, 105.791268, 138.905243, 105.584376, 0.084479, 
37, 58.976009, 53.012052, 69.706639, 52.481855, 0.058468, 
37, 131.427238, 56.434226, 143.637805, 55.730663, 0.120246, 
37, 60.575312, 69.813599, 70.937272, 69.461621, 0.027467, 
37, 140.141046, 55.298834, 151.435062, 57.036709, 0.256996, 
37, 120.734897, 37.865075, 12.203559, 39.431885, 0.497942, 
38, 56.340241, 98.262184, 67.455528, 98.800727, 0.145725, 
38, 75.995182, 55.896957, 17.357239, 52.213867, 0.139165, 
38, 91.631862, 16.416142, 39.419086, 101.347810, 0.234936, 
38, 152.115880, 96.583681, 50.540618, 45.502691, 0.372297, 
38, 26.130873, 89.111818, 68.669618, 41.049920, 0.297795, 
38, 72.626455, 71.750845, 83.501674, 72.066982, 0.214527, 
38, 150.518815, 62.995380, 105.494254, 64.295210, 0.219662, 
38, 52.266542, 74.293096, 62.977920, 74.150378, 0.077084, 
38, 63.164829, 92.057416, 75.106091, 91.713149, 0.215186, 
38, 91.641929, 44.514336, 66.274352, 95.954722, 0.403650, 
38, 58.762888, 52.925979, 69.713372, 52.444540, 0.102418, 
38, 130.881956, 56.795381, 143.595451, 55.735249, 0.144392, 
38, 72.344279, 53.102624, 17.357239, 52.213867, 0.066630, 
38, 32.454312, 69.224134, 99.792723, 101.450037, 0.173954, 
38, 60.361562, 86.075340, 71.874086, 85.312077, 0.125346, 
38, 100.931042, 76.569324, 38.839843, 74.626681, 0.076821, 
38, 101.870981, 59.980524, 20.462955, 57.893929, 0.184305, 
38, 143.819545, 25.218559, 10.303034, 80.564959, 0.244021, 
38, 50.856097, 76.771586, 71.348541, 47.698001, 0.153214, 
39, 81.778563, 94.325550, 31.788524, 53.367626, 0.304988, 
39, 91.727206, 16.413265, 39.785049, 101.323615, 0.351268, 
39, 72.626457, 71.750846, 83.503785, 72.075548, 0.217383, 
39, 101.123184, 64.826671, 36.134480, 76.119749, 0.076065, 
39, 150.518815, 62.995380, 105.494606, 64.295303, 0.218639, 
39, 52.266542, 74.293096, 62.910834, 74.127012, 0.069090, 
39, 63.164829, 92.057416, 75.108646, 91.718073, 0.231206, 
39, 79.534624, 35.834522, 12.884608, 68.659521, 0.284762, 
39, 80.328980, 62.676717, 36.134480, 76.119749, 0.080043, 
39, 80.486591, 69.207563, 12.884608, 68.659521, 0.100081, 
39, 54.160953, 49.094864, 50.458501, 45.826533, 0.285704, 
39, 58.762920, 52.925984, 69.863970, 52.405127, 0.133363, 
39, 130.881956, 56.795381, 143.526180, 55.810206, 0.157369, 
39, 86.334473, 51.639463, 39.891190, 85.965648, 0.201465, 
39, 32.454300, 69.224136, 99.756261, 101.441759, 0.171917, 
39, 60.361562, 86.075340, 71.911109, 85.322283, 0.093319, 
39, 100.979936, 76.564234, 37.228487, 74.934941, 0.124017, 
39, 102.105996, 66.354067, 36.134480, 76.119749, 0.123528, 
39, 119.877105, 38.742037, 48.474663, 36.503202, 0.118165, 
39, 59.897854, 37.388924, 8.394841, 70.493045, 0.302337, 
40, 9.626848, 93.593486, 91.638122, 37.846399, 0.239059, 
40, 37.594165, 71.039354, 47.027488, 70.796992, 0.111727, 
40, 81.614869, 94.664619, 8.944435, 70.493830, 0.351231, 
40, 82.601125, 33.641444, 26.082388, 28.479365, 0.201266, 
40, 53.098143, 82.963077, 64.433433, 82.553142, 0.059451, 
40, 58.969910, 53.127942, 69.545969, 52.393365, 0.235340, 
40, 114.358863, 63.416728, 124.951696, 62.413218, 0.187091, 
40, 126.423888, 87.699743, 138.231544, 87.039698, 0.145544, 
40, 79.476902, 36.186388, 13.902458, 95.394601, 0.148985, 
40, 106.110461, 7.078304, 66.261266, 96.144321, 0.487983, 
40, 37.964279, 65.727846, 47.312444, 65.828174, 0.158144, 
40, 55.226904, 96.025603, 66.261266, 96.144321, 0.137190, 
40, 63.587266, 92.155050, 74.909322, 91.771634, 0.291338, 
40, 80.511136, 62.485043, 10.398773, 63.391002, 0.073489, 
40, 80.430742, 69.144656, 9.925210, 67.157629, 0.080510, 
40, 84.380884, 97.025859, 32.392836, 91.326736, 0.119477, 
40, 103.915361, 31.991453, 23.855445, 12.026294, 0.109876, 
40, 36.065325, 33.058173, 44.299127, 30.306022, 0.241754, 
40, 131.218102, 107.973695, 145.015877, 107.724909, 0.186875, 
40, 131.218102, 107.973695, 145.015877, 107.724909, 0.275285, 
40, 119.485953, 38.525327, 31.923831, 102.049366, 0.407694, 
40, 104.306677, 62.937802, 32.392836, 91.326736, 0.169193, 
41, 9.626848, 93.593486, 91.555777, 37.870879, 0.256239, 
41, 37.594165, 71.039354, 46.944479, 70.833878, 0.102677, 
41, 66.664617, 68.169681, 76.787617, 68.018112, 0.293133, 
41, 58.969910, 53.127942, 69.671296, 52.420250, 0.158480, 
