2, 0.0000
3, 0.0587
1, 0.0964
7, 0.1059
12, 0.1090
13, 0.1186
8, 0.1279
11, 0.1335
5, 0.1365
6, 0.1431
10, 0.1479
9, 0.1493
4, 0.1679
