7, 0.0000
1, 0.0048
3, 0.0048
2, 0.0049
5, 0.0082
4, 0.0083
6, 0.0086
13, 0.0102
8, 0.0131
12, 0.0131
9, 0.0133
10, 0.0133
11, 0.0134
